loop,addresses_generated,predictions_submitted,correct_predictions,incorrect_predictions,missing_predictions,extra_predictions,accuracy,coverage,cache_hits,cache_misses,predictor_runtime,simulation_runtime,workload_runtime,memory_bytes,energy
1022,1024,1024,294,730,0,0,28.710938,100.000000,136,888,0.012004,0.000141,0.005011,8192,4678.400000
1023,1024,1024,291,733,0,0,28.417969,100.000000,155,869,0.011101,0.000123,0.004567,8192,4602.400000
1024,1024,1024,291,733,0,0,28.417969,100.000000,146,878,0.010103,0.000139,0.004590,8192,4638.400000
1025,1024,1024,289,735,0,0,28.222656,100.000000,149,875,0.012262,0.000136,0.004886,8192,4626.400000
1026,1024,1024,291,733,0,0,28.417969,100.000000,147,877,0.012134,0.000286,0.006058,8192,4634.400000
1027,1024,1024,294,730,0,0,28.710938,100.000000,149,875,0.011474,0.000136,0.005235,8192,4626.400000
1028,1024,1024,291,733,0,0,28.417969,100.000000,150,874,0.012697,0.000319,0.005706,8192,4622.400000
1029,1024,1024,294,730,0,0,28.710938,100.000000,146,878,0.012039,0.000133,0.006040,8192,4638.400000
1030,1024,1024,289,735,0,0,28.222656,100.000000,147,877,0.012446,0.000131,0.006366,8192,4634.400000
1031,1024,1024,289,735,0,0,28.222656,100.000000,165,859,0.012292,0.000144,0.005754,8192,4562.400000
1032,1024,1024,294,730,0,0,28.710938,100.000000,153,871,0.012492,0.000375,0.005131,8192,4610.400000
1033,1024,1024,291,733,0,0,28.417969,100.000000,163,861,0.013606,0.000141,0.005416,8192,4570.400000
1034,1024,1024,291,733,0,0,28.417969,100.000000,142,882,0.012157,0.000142,0.005247,8192,4654.400000
1035,1024,1024,286,738,0,0,27.929688,100.000000,149,875,0.012579,0.000134,0.005068,8192,4626.400000
1036,1024,1024,286,738,0,0,27.929688,100.000000,155,869,0.012726,0.000154,0.004556,8192,4602.400000
1037,1024,1024,287,737,0,0,28.027344,100.000000,150,874,0.012712,0.000170,0.005555,8192,4622.400000
1038,1024,1024,279,745,0,0,27.246094,100.000000,129,895,0.012720,0.000153,0.005455,8192,4706.400000
1039,1024,1024,282,742,0,0,27.539062,100.000000,149,875,0.012288,0.000163,0.004190,8192,4626.400000
1040,1024,1024,283,741,0,0,27.636719,100.000000,169,855,0.012092,0.000156,0.005427,8192,4546.400000
1041,1024,1024,293,731,0,0,28.613281,100.000000,138,886,0.012170,0.000155,0.004991,8192,4670.400000
1042,1024,1024,292,732,0,0,28.515625,100.000000,160,864,0.012079,0.000146,0.005835,8192,4582.400000
1043,1024,1024,296,728,0,0,28.906250,100.000000,158,866,0.011270,0.000138,0.006152,8192,4590.400000
1044,1024,1024,285,739,0,0,27.832031,100.000000,164,860,0.013139,0.000173,0.005221,8192,4566.400000
1045,1024,1024,284,740,0,0,27.734375,100.000000,147,877,0.012919,0.000174,0.005578,8192,4634.400000
1046,1024,1024,288,736,0,0,28.125000,100.000000,162,862,0.013044,0.000274,0.004797,8192,4574.400000
1047,1024,1024,289,735,0,0,28.222656,100.000000,154,870,0.012460,0.000185,0.005298,8192,4606.400000
1048,1024,1024,293,731,0,0,28.613281,100.000000,166,858,0.013670,0.000250,0.005693,8192,4558.400000
1049,1024,1024,291,733,0,0,28.417969,100.000000,152,872,0.013076,0.000174,0.005269,8192,4614.400000
1050,1024,1024,288,736,0,0,28.125000,100.000000,161,863,0.012680,0.000143,0.006244,8192,4578.400000
1051,1024,1024,295,729,0,0,28.808594,100.000000,153,871,0.012509,0.000150,0.006529,8192,4610.400000
1052,1024,1024,304,720,0,0,29.687500,100.000000,159,865,0.013120,0.000145,0.005699,8192,4586.400000
1053,1024,1024,291,733,0,0,28.417969,100.000000,151,873,0.011604,0.000147,0.006572,8192,4618.400000
1054,1024,1024,282,742,0,0,27.539062,100.000000,151,873,0.011940,0.000136,0.004842,8192,4618.400000
1055,1024,1024,285,739,0,0,27.832031,100.000000,160,864,0.011357,0.000130,0.005446,8192,4582.400000
1056,1024,1024,292,732,0,0,28.515625,100.000000,162,862,0.012198,0.000292,0.004475,8192,4574.400000
1057,1024,1024,286,738,0,0,27.929688,100.000000,167,857,0.011514,0.000293,0.006194,8192,4554.400000
1058,1024,1024,282,742,0,0,27.539062,100.000000,134,890,0.012050,0.000145,0.005826,8192,4686.400000
1059,1024,1024,293,731,0,0,28.613281,100.000000,154,870,0.011274,0.000140,0.005625,8192,4606.400000
1060,1024,1024,295,729,0,0,28.808594,100.000000,141,883,0.012712,0.000172,0.005856,8192,4658.400000
1061,1024,1024,282,742,0,0,27.539062,100.000000,146,878,0.012478,0.000147,0.005521,8192,4638.400000
1062,1024,1024,296,728,0,0,28.906250,100.000000,143,881,0.012499,0.000222,0.004463,8192,4650.400000
1063,1024,1024,284,740,0,0,27.734375,100.000000,155,869,0.013363,0.000186,0.004708,8192,4602.400000
1064,1024,1024,290,734,0,0,28.320312,100.000000,143,881,0.011963,0.000158,0.005020,8192,4650.400000
1065,1024,1024,282,742,0,0,27.539062,100.000000,144,880,0.012099,0.000157,0.005059,8192,4646.400000
1066,1024,1024,283,741,0,0,27.636719,100.000000,151,873,0.012085,0.000208,0.004992,8192,4618.400000
1067,1024,1024,296,728,0,0,28.906250,100.000000,144,880,0.012488,0.000172,0.005477,8192,4646.400000
1068,1024,1024,286,738,0,0,27.929688,100.000000,157,867,0.011897,0.000161,0.005523,8192,4594.400000
1069,1024,1024,288,736,0,0,28.125000,100.000000,143,881,0.012350,0.000252,0.005715,8192,4650.400000
1070,1024,1024,295,729,0,0,28.808594,100.000000,165,859,0.012423,0.000151,0.005336,8192,4562.400000
1071,1024,1024,290,734,0,0,28.320312,100.000000,152,872,0.012819,0.000159,0.004783,8192,4614.400000
1072,1024,1024,284,740,0,0,27.734375,100.000000,150,874,0.012372,0.000139,0.005107,8192,4622.400000
1073,1024,1024,290,734,0,0,28.320312,100.000000,161,863,0.012829,0.000132,0.005033,8192,4578.400000
1074,1024,1024,287,737,0,0,28.027344,100.000000,135,889,0.013120,0.000265,0.005226,8192,4682.400000
1075,1024,1024,281,743,0,0,27.441406,100.000000,151,873,0.011587,0.000129,0.004766,8192,4618.400000
1076,1024,1024,298,726,0,0,29.101562,100.000000,156,868,0.013856,0.000135,0.005451,8192,4598.400000
1077,1024,1024,292,732,0,0,28.515625,100.000000,166,858,0.012687,0.000317,0.006347,8192,4558.400000
1078,1024,1024,283,741,0,0,27.636719,100.000000,146,878,0.012557,0.000148,0.005596,8192,4638.400000
1079,1024,1024,295,729,0,0,28.808594,100.000000,147,877,0.011147,0.000129,0.004974,8192,4634.400000
1080,1024,1024,289,735,0,0,28.222656,100.000000,138,886,0.012206,0.000174,0.005006,8192,4670.400000
1081,1024,1024,291,733,0,0,28.417969,100.000000,147,877,0.012629,0.000138,0.004451,8192,4634.400000
1082,1024,1024,291,733,0,0,28.417969,100.000000,145,879,0.011989,0.000133,0.005286,8192,4642.400000
1083,1024,1024,286,738,0,0,27.929688,100.000000,145,879,0.012638,0.000327,0.006100,8192,4642.400000
1084,1024,1024,283,741,0,0,27.636719,100.000000,156,868,0.011957,0.000151,0.004567,8192,4598.400000
1085,1024,1024,289,735,0,0,28.222656,100.000000,158,866,0.013675,0.000164,0.005561,8192,4590.400000
1086,1024,1024,292,732,0,0,28.515625,100.000000,138,886,0.011771,0.000153,0.005361,8192,4670.400000
1087,1024,1024,297,727,0,0,29.003906,100.000000,138,886,0.012488,0.000157,0.005775,8192,4670.400000
1088,1024,1024,288,736,0,0,28.125000,100.000000,149,875,0.011617,0.000164,0.004868,8192,4626.400000
1089,1024,1024,285,739,0,0,27.832031,100.000000,141,883,0.012642,0.000382,0.005494,8192,4658.400000
1090,1024,1024,289,735,0,0,28.222656,100.000000,138,886,0.011577,0.000324,0.005269,8192,4670.400000
1091,1024,1024,283,741,0,0,27.636719,100.000000,148,876,0.012983,0.000245,0.005720,8192,4630.400000
1092,1024,1024,294,730,0,0,28.710938,100.000000,153,871,0.011813,0.000189,0.006919,8192,4610.400000
1093,1024,1024,276,748,0,0,26.953125,100.000000,159,865,0.012733,0.000164,0.006082,8192,4586.400000
1094,1024,1024,289,735,0,0,28.222656,100.000000,143,881,0.011968,0.000161,0.006619,8192,4650.400000
1095,1024,1024,275,749,0,0,26.855469,100.000000,139,885,0.012670,0.000152,0.004925,8192,4666.400000
1096,1024,1024,288,736,0,0,28.125000,100.000000,163,861,0.012675,0.000327,0.005188,8192,4570.400000
1097,1024,1024,287,737,0,0,28.027344,100.000000,155,869,0.010738,0.000127,0.005359,8192,4602.400000
1098,1024,1024,276,748,0,0,26.953125,100.000000,154,870,0.014804,0.000214,0.006235,8192,4606.400000
1099,1024,1024,290,734,0,0,28.320312,100.000000,147,877,0.012315,0.000238,0.005051,8192,4634.400000
1100,1024,1024,289,735,0,0,28.222656,100.000000,140,884,0.012374,0.000137,0.004878,8192,4662.400000
1101,1024,1024,284,740,0,0,27.734375,100.000000,161,863,0.011366,0.000301,0.005532,8192,4578.400000
1102,1024,1024,279,745,0,0,27.246094,100.000000,154,870,0.012521,0.000312,0.004651,8192,4606.400000
1103,1024,1024,288,736,0,0,28.125000,100.000000,165,859,0.012493,0.000134,0.005368,8192,4562.400000
1104,1024,1024,289,735,0,0,28.222656,100.000000,151,873,0.012324,0.000138,0.004915,8192,4618.400000
1105,1024,1024,300,724,0,0,29.296875,100.000000,169,855,0.012122,0.000129,0.003642,8192,4546.400000
1106,1024,1024,294,730,0,0,28.710938,100.000000,167,857,0.013063,0.000165,0.005130,8192,4554.400000
1107,1024,1024,289,735,0,0,28.222656,100.000000,164,860,0.013001,0.000253,0.005507,8192,4566.400000
1108,1024,1024,282,742,0,0,27.539062,100.000000,142,882,0.012504,0.000158,0.005140,8192,4654.400000
1109,1024,1024,292,732,0,0,28.515625,100.000000,147,877,0.011793,0.000322,0.005506,8192,4634.400000
1110,1024,1024,295,729,0,0,28.808594,100.000000,156,868,0.013045,0.000313,0.005332,8192,4598.400000
1111,1024,1024,289,735,0,0,28.222656,100.000000,137,887,0.012979,0.000172,0.004860,8192,4674.400000
1112,1024,1024,284,740,0,0,27.734375,100.000000,169,855,0.012817,0.000158,0.005746,8192,4546.400000
1113,1024,1024,289,735,0,0,28.222656,100.000000,156,868,0.013262,0.000173,0.006101,8192,4598.400000
1114,1024,1024,282,742,0,0,27.539062,100.000000,147,877,0.012686,0.000311,0.005754,8192,4634.400000
1115,1024,1024,286,738,0,0,27.929688,100.000000,146,878,0.012855,0.000157,0.005242,8192,4638.400000
1116,1024,1024,291,733,0,0,28.417969,100.000000,162,862,0.011588,0.000202,0.005289,8192,4574.400000
1117,1024,1024,279,745,0,0,27.246094,100.000000,167,857,0.012728,0.000148,0.005449,8192,4554.400000
1118,1024,1024,290,734,0,0,28.320312,100.000000,142,882,0.012445,0.000155,0.005229,8192,4654.400000
1119,1024,1024,288,736,0,0,28.125000,100.000000,138,886,0.012261,0.000150,0.004893,8192,4670.400000
1120,1024,1024,281,743,0,0,27.441406,100.000000,158,866,0.012400,0.000302,0.004822,8192,4590.400000
1121,1024,1024,282,742,0,0,27.539062,100.000000,136,888,0.012196,0.000140,0.005482,8192,4678.400000
1122,1024,1024,288,736,0,0,28.125000,100.000000,136,888,0.013045,0.000139,0.005546,8192,4678.400000
1123,1024,1024,288,736,0,0,28.125000,100.000000,152,872,0.013891,0.000378,0.005576,8192,4614.400000
1124,1024,1024,287,737,0,0,28.027344,100.000000,151,873,0.011796,0.000232,0.004458,8192,4618.400000
1125,1024,1024,294,730,0,0,28.710938,100.000000,134,890,0.011694,0.000209,0.005920,8192,4686.400000
1126,1024,1024,284,740,0,0,27.734375,100.000000,148,876,0.013025,0.000149,0.005602,8192,4630.400000
1127,1024,1024,293,731,0,0,28.613281,100.000000,158,866,0.012539,0.000137,0.004578,8192,4590.400000
1128,1024,1024,290,734,0,0,28.320312,100.000000,150,874,0.012577,0.000152,0.006196,8192,4622.400000
1129,1024,1024,283,741,0,0,27.636719,100.000000,159,865,0.015521,0.000153,0.005456,8192,4586.400000
1130,1024,1024,284,740,0,0,27.734375,100.000000,154,870,0.013821,0.000143,0.005394,8192,4606.400000
1131,1024,1024,291,733,0,0,28.417969,100.000000,143,881,0.012567,0.000322,0.008003,8192,4650.400000
1132,1024,1024,286,738,0,0,27.929688,100.000000,158,866,0.011569,0.000132,0.005501,8192,4590.400000
1133,1024,1024,277,747,0,0,27.050781,100.000000,149,875,0.011242,0.000136,0.004504,8192,4626.400000
1134,1024,1024,299,725,0,0,29.199219,100.000000,153,871,0.013477,0.000163,0.005107,8192,4610.400000
1135,1024,1024,294,730,0,0,28.710938,100.000000,141,883,0.013705,0.000144,0.005788,8192,4658.400000
1136,1024,1024,297,727,0,0,29.003906,100.000000,151,873,0.012831,0.000137,0.005110,8192,4618.400000
1137,1024,1024,283,741,0,0,27.636719,100.000000,149,875,0.013159,0.000138,0.004780,8192,4626.400000
1138,1024,1024,287,737,0,0,28.027344,100.000000,155,869,0.013688,0.000304,0.004896,8192,4602.400000
1139,1024,1024,297,727,0,0,29.003906,100.000000,143,881,0.013805,0.000138,0.005088,8192,4650.400000
1140,1024,1024,287,737,0,0,28.027344,100.000000,141,883,0.012034,0.000136,0.005247,8192,4658.400000
1141,1024,1024,291,733,0,0,28.417969,100.000000,144,880,0.012012,0.000153,0.005313,8192,4646.400000
1142,1024,1024,284,740,0,0,27.734375,100.000000,144,880,0.012428,0.000174,0.005729,8192,4646.400000
1143,1024,1024,284,740,0,0,27.734375,100.000000,157,867,0.013895,0.000217,0.006465,8192,4594.400000
1144,1024,1024,282,742,0,0,27.539062,100.000000,143,881,0.012949,0.000166,0.005189,8192,4650.400000
1145,1024,1024,289,735,0,0,28.222656,100.000000,150,874,0.013228,0.000168,0.004590,8192,4622.400000
1146,1024,1024,293,731,0,0,28.613281,100.000000,163,861,0.013422,0.000158,0.006182,8192,4570.400000
1147,1024,1024,272,752,0,0,26.562500,100.000000,156,868,0.013519,0.000163,0.006063,8192,4598.400000
1148,1024,1024,285,739,0,0,27.832031,100.000000,147,877,0.013521,0.000205,0.006262,8192,4634.400000
1149,1024,1024,285,739,0,0,27.832031,100.000000,144,880,0.014440,0.000186,0.005269,8192,4646.400000
1150,1024,1024,287,737,0,0,28.027344,100.000000,145,879,0.012968,0.000168,0.005121,8192,4642.400000
1151,1024,1024,293,731,0,0,28.613281,100.000000,152,872,0.012302,0.000203,0.005518,8192,4614.400000
1152,1024,1024,284,740,0,0,27.734375,100.000000,139,885,0.020093,0.000240,0.005595,8192,4666.400000
1153,1024,1024,282,742,0,0,27.539062,100.000000,160,864,0.013225,0.000305,0.006858,8192,4582.400000
1154,1024,1024,289,735,0,0,28.222656,100.000000,150,874,0.013310,0.000143,0.005629,8192,4622.400000
1155,1024,1024,277,747,0,0,27.050781,100.000000,137,887,0.012494,0.000137,0.005081,8192,4674.400000
1156,1024,1024,289,735,0,0,28.222656,100.000000,146,878,0.012858,0.000144,0.015874,8192,4638.400000
1157,1024,1024,291,733,0,0,28.417969,100.000000,152,872,0.013035,0.000135,0.005439,8192,4614.400000
1158,1024,1024,291,733,0,0,28.417969,100.000000,140,884,0.013766,0.000150,0.004847,8192,4662.400000
1159,1024,1024,283,741,0,0,27.636719,100.000000,136,888,0.014683,0.000177,0.006702,8192,4678.400000
1160,1024,1024,290,734,0,0,28.320312,100.000000,149,875,0.014978,0.000254,0.006843,8192,4626.400000
1161,1024,1024,286,738,0,0,27.929688,100.000000,161,863,0.013839,0.000165,0.006638,8192,4578.400000
1162,1024,1024,284,740,0,0,27.734375,100.000000,157,867,0.015701,0.000304,0.005723,8192,4594.400000
1163,1024,1024,294,730,0,0,28.710938,100.000000,138,886,0.014932,0.000213,0.007968,8192,4670.400000
1164,1024,1024,284,740,0,0,27.734375,100.000000,136,888,0.012201,0.000167,0.005415,8192,4678.400000
1165,1024,1024,281,743,0,0,27.441406,100.000000,141,883,0.013942,0.000294,0.006619,8192,4658.400000
1166,1024,1024,284,740,0,0,27.734375,100.000000,150,874,0.016255,0.000304,0.007383,8192,4622.400000
1167,1024,1024,304,720,0,0,29.687500,100.000000,162,862,0.015879,0.000213,0.006557,8192,4574.400000
1168,1024,1024,285,739,0,0,27.832031,100.000000,169,855,0.014839,0.000305,0.005998,8192,4546.400000
1169,1024,1024,288,736,0,0,28.125000,100.000000,145,879,0.014529,0.000215,0.007104,8192,4642.400000
